Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDS35,OUT049,0.0832
DRK39,OUT045,0.093
DRI39,OUT049,0.0684
FDV04,OUT017,0.2073
NCN14,OUT035,0.2284
FDH08,OUT013,0.3076
FDS20,OUT046,0.225
FDV40,OUT049,0.0819
FDZ48,OUT010,0.0256
FDS24,OUT027,0.1425
FDK44,OUT049,0.2218
FDS48,OUT045,0.1815
FDK26,OUT010,0.0256
FDD23,OUT045,0.2385
NCH54,OUT017,0.2099
NCP14,OUT010,0.0256
FDM60,OUT010,0.0256
FDV24,OUT017,0.1689
FDH08,OUT018,0.2552
FDS12,OUT027,0.257
FDR39,OUT027,0.3709
FDP12,OUT027,0.0867
DRF60,OUT027,0.4713
FDC09,OUT035,0.1282
FDF50,OUT018,0.2188
FDG28,OUT035,0.3057
NCE19,OUT017,0.0708
NCM53,OUT010,0.0256
NCN18,OUT049,0.1366
FDF32,OUT035,0.2526
FDF11,OUT013,0.3126
DRI59,OUT049,0.3059
NCG54,OUT035,0.212
FDM44,OUT046,0.1225
FDT57,OUT018,0.2611
FDV24,OUT046,0.1795
FDI50,OUT019,0.0256
FDS09,OUT035,0.0617
NCC31,OUT027,0.2814
FDQ07,OUT019,0.0256
FDC22,OUT017,0.2503
FDZ56,OUT046,0.2072
FDZ40,OUT019,0.0256
FDS46,OUT027,0.2187
DRD24,OUT045,0.1681
FDV45,OUT017,0.2473
FDL26,OUT045,0.1868
FDA56,OUT018,0.1272
FDN27,OUT046,0.1397
FDM20,OUT049,0.3342
FDO16,OUT017,0.0944
FDL03,OUT035,0.2492
FDE58,OUT046,0.1389
FDI02,OUT027,0.213
NCC55,OUT019,0.0256
FDR03,OUT018,0.2335
FDB14,OUT017,0.12
FDR45,OUT013,0.3244
NCN07,OUT017,0.1658
FDM51,OUT019,0.0256
FDT52,OUT027,0.4843
FDL26,OUT046,0.1855
NCZ42,OUT046,0.2844
DRI47,OUT019,0.0256
FDW40,OUT013,0.1715
FDN34,OUT046,0.2122
FDS01,OUT035,0.2256
NCG55,OUT045,0.1368
FDC11,OUT035,0.1071
FDX35,OUT018,0.2563
NCB06,OUT046,0.1935
FDR09,OUT019,0.0256
FDC53,OUT017,0.1211
FDY45,OUT013,0.329
FDA22,OUT010,0.0256
FDE02,OUT035,0.1142
FDW21,OUT045,0.1203
FDV34,OUT046,0.0875
FDS59,OUT049,0.1369
NCW17,OUT017,0.1634
NCK54,OUT046,0.141
FDG17,OUT019,0.0256
FDG35,OUT017,0.2284
FDD08,OUT010,0.0256
NCO07,OUT017,0.27
FDJ10,OUT010,0.0256
FDW36,OUT017,0.1329
FDW21,OUT010,0.0256
FDY19,OUT017,0.1493
DRE03,OUT013,0.0418
NCC55,OUT049,0.0438
FDH52,OUT010,0.0256
FDO09,OUT017,0.3256
FDU43,OUT045,0.2905
FDX09,OUT010,0.0256
FDH40,OUT019,0.0256
FDW58,OUT017,0.1304
FDC47,OUT017,0.293
NCR41,OUT035,0.1127
DRG49,OUT035,0.2943
FDC52,OUT027,0.3105
FDY13,OUT046,0.0891
FDY35,OUT013,0.0399
FDI35,OUT017,0.2388
NCU18,OUT049,0.1762
FDY33,OUT018,0.171
FDC15,OUT027,0.3319
FDU01,OUT049,0.2403
NCU42,OUT046,0.2087
NCV29,OUT018,0.1928
NCY30,OUT017,0.2375
FDQ46,OUT049,0.1368
FDG58,OUT027,0.3179
FDK33,OUT017,0.2763
NCD07,OUT045,0.1322
NCX29,OUT027,0.2909
NCT42,OUT013,0.1724
DRN59,OUT035,0.05
FDI44,OUT035,0.0977
FDA45,OUT049,0.2228
FDP31,OUT045,0.0804
FDY01,OUT046,0.1411
FDT09,OUT018,0.1411
DRH03,OUT027,0.1897
FDA36,OUT018,0.2064
NCF31,OUT017,0.1937
FDG14,OUT049,0.197
FDG28,OUT027,0.4832
FDU14,OUT049,0.3241
FDY47,OUT019,0.0256
FDI56,OUT049,0.1123
DRD01,OUT013,0.0579
FDM22,OUT046,0.0595
FDH33,OUT013,0.0485
DRZ24,OUT013,0.1375
NCQ38,OUT046,0.1256
FDO16,OUT027,0.1506
FDU07,OUT027,0.3053
NCB07,OUT013,0.243
FDU48,OUT045,0.1554
NCM43,OUT045,0.2024
FDR31,OUT010,0.0256
DRK49,OUT018,0.0376
NCI30,OUT010,0.0256
DRD60,OUT017,0.2375
NCG19,OUT046,0.2766
FDH12,OUT035,0.1259
FDM32,OUT035,0.1075
FDM27,OUT035,0.197
NCU53,OUT027,0.2766
NCQ18,OUT046,0.1194
FDS10,OUT013,0.2216
FDB33,OUT027,0.3189
FDI12,OUT013,0.1054
NCW42,OUT013,0.2826
NCC06,OUT018,0.1307
FDW02,OUT017,0.1608
NCD43,OUT017,0.1306
FDM57,OUT018,0.0866
FDA58,OUT017,0.2997
FDK56,OUT046,0.2259
FDP52,OUT045,0.2831
FDW20,OUT018,0.1251
FDS52,OUT049,0.1236
NCT29,OUT018,0.1226
NCL54,OUT013,0.2224
FDC05,OUT045,0.2494
FDF34,OUT035,0.2547
FDP03,OUT027,0.2453
FDD32,OUT010,0.0256
FDZ10,OUT045,0.15
FDZ40,OUT035,0.0606
FDD51,OUT018,0.0454
NCY30,OUT019,0.0256
FDP58,OUT017,0.2817
FDV49,OUT017,0.3326
FDY24,OUT019,0.0256
NCO55,OUT017,0.137
FDR13,OUT017,0.155
FDS51,OUT017,0.0708
FDP26,OUT045,0.1161
NCB54,OUT027,0.2559
FDF32,OUT017,0.2572
FDN31,OUT018,0.2065
DRM48,OUT017,0.0457
FDN20,OUT049,0.2142
DRL01,OUT046,0.2787
FDV56,OUT049,0.1334
DRH13,OUT027,0.2202
FDA03,OUT017,0.1917
FDF47,OUT027,0.476
FDX32,OUT046,0.1808
FDX57,OUT049,0.1187
NCA30,OUT045,0.2332
FDO49,OUT013,0.0479
FDL04,OUT019,0.0256
DRM48,OUT035,0.046
FDR16,OUT013,0.2784
NCC19,OUT018,0.2115
NCE42,OUT045,0.2878
FDY24,OUT017,0.0768
FDH19,OUT049,0.2233
FDJ46,OUT013,0.2191
FDN45,OUT010,0.0256
FDY08,OUT035,0.1747
FDZ37,OUT035,0.1087
NCT30,OUT045,0.0557
DRY23,OUT018,0.0431
NCZ30,OUT018,0.1262
FDC44,OUT018,0.1149
FDB45,OUT035,0.1249
FDY04,OUT013,0.2021
FDM27,OUT046,0.1964
FDZ43,OUT017,0.3075
FDT39,OUT019,0.0256
NCC06,OUT019,0.0256
FDL15,OUT027,0.3129
FDL57,OUT017,0.3175
FDU08,OUT046,0.12
FDK40,OUT017,0.3208
FDQ12,OUT010,0.0256
FDS48,OUT017,0.1963
FDP09,OUT045,0.2623
FDW21,OUT049,0.1261
FDY25,OUT035,0.2294
DRE13,OUT017,0.1013
FDV43,OUT019,0.0256
FDD22,OUT045,0.1292
FDM46,OUT019,0.0256
NCO30,OUT010,0.0256
FDM25,OUT046,0.2187
NCN41,OUT049,0.1501
FDU24,OUT045,0.1149
FDZ50,OUT046,0.2302
FDP45,OUT013,0.3161
NCM54,OUT045,0.1483
FDW10,OUT019,0.0256
FDP20,OUT017,0.1623
FDK32,OUT046,0.1879
FDN52,OUT049,0.1137
FDM58,OUT045,0.1343
FDZ46,OUT027,0.2136
NCA18,OUT018,0.1205
FDD35,OUT046,0.1466
NCK31,OUT035,0.0527
FDI40,OUT027,0.203
FDT50,OUT019,0.0256
NCT06,OUT046,0.2006
FDT31,OUT035,0.2371
FDT45,OUT049,0.0549
FDT13,OUT045,0.2332
FDO50,OUT045,0.1081
NCU18,OUT010,0.0256
NCR54,OUT049,0.2532
NCO18,OUT018,0.1933
FDU09,OUT045,0.0668
FDT13,OUT018,0.2052
FDE09,OUT046,0.1357
NCK53,OUT019,0.0256
FDG45,OUT049,0.2866
DRH15,OUT035,0.057
FDO21,OUT019,0.0256
FDD14,OUT027,0.4026
FDC09,OUT046,0.1266
FDH45,OUT027,0.0868
FDV32,OUT046,0.0839
FDG12,OUT035,0.1491
FDS32,OUT013,0.1701
NCL55,OUT018,0.2739
DRE01,OUT035,0.3022
DRE15,OUT049,0.0886
NCL42,OUT045,0.302
FDP31,OUT013,0.0729
FDN33,OUT018,0.1023
FDZ59,OUT046,0.2066
FDE45,OUT010,0.0256
FDJ07,OUT013,0.1379
FDQ45,OUT018,0.2083
FDM33,OUT027,0.4734
FDO15,OUT010,0.0256
FDM46,OUT013,0.1095
FDR03,OUT045,0.2588
FDY49,OUT018,0.1829
FDQ60,OUT045,0.1411
FDW10,OUT049,0.222
FDO51,OUT049,0.049
FDJ40,OUT018,0.1143
FDS20,OUT018,0.1986
FDU45,OUT013,0.1343
FDV02,OUT035,0.2123
FDN09,OUT046,0.286
NCM55,OUT027,0.3957
FDN23,OUT018,0.1559
FDY31,OUT010,0.0256
FDW03,OUT010,0.0256
FDD14,OUT046,0.2204
FDV23,OUT017,0.1589
DRI03,OUT045,0.1886
FDN13,OUT035,0.1206
FDF45,OUT027,0.1047
FDU46,OUT035,0.1088
FDB57,OUT049,0.2823
FDV12,OUT049,0.1237
FDQ58,OUT013,0.182
NCA18,OUT017,0.1466
FDH52,OUT049,0.0696
FDM24,OUT018,0.1627
NCP43,OUT027,0.3689
NCO18,OUT019,0.0256
FDM32,OUT017,0.1115
NCL07,OUT017,0.0422
FDK03,OUT013,0.3243
FDP59,OUT017,0.1318
FDQ24,OUT049,0.3296
FDQ16,OUT018,0.11
FDU44,OUT013,0.2012
FDH28,OUT010,0.0256
FDV28,OUT019,0.0256
FDM22,OUT045,0.0559
FDR56,OUT046,0.2435
FDV39,OUT049,0.2631
FDU37,OUT019,0.0256
FDQ11,OUT010,0.0256
FDX02,OUT045,0.2787
NCS42,OUT018,0.0972
FDY57,OUT027,0.1572
FDB21,OUT049,0.3277
FDE28,OUT017,0.296
FDQ55,OUT017,0.1496
FDA48,OUT049,0.2985
FDZ19,OUT045,0.1876
NCC43,OUT045,0.296
NCV18,OUT046,0.1036
NCA42,OUT018,0.1696
FDY45,OUT046,0.2951
NCC30,OUT045,0.2209
FDM57,OUT013,0.1024
FDL09,OUT010,0.0256
FDB09,OUT027,0.2613
FDT44,OUT035,0.1435
NCT06,OUT027,0.3346
FDX26,OUT049,0.2348
FDK32,OUT013,0.1883
DRA12,OUT046,0.1729
FDO46,OUT010,0.0256
FDE52,OUT013,0.102
NCH42,OUT045,0.266
FDV08,OUT035,0.0459
FDB47,OUT018,0.2338
FDC28,OUT010,0.0256
FDD22,OUT046,0.1363
FDS07,OUT027,0.2485
DRI13,OUT045,0.2719
FDG32,OUT018,0.2432
FDU14,OUT017,0.3147
FDD28,OUT019,0.0256
NCP41,OUT017,0.1394
FDS08,OUT049,0.2205
FDX47,OUT045,0.1927
FDC53,OUT019,0.0256
FDQ19,OUT035,0.3009
FDL14,OUT045,0.1921
FDM33,OUT019,0.0256
FDA51,OUT045,0.1363
FDZ27,OUT018,0.0431
FDT04,OUT046,0.0489
DRC13,OUT049,0.1602
FDR16,OUT027,0.4508
FDQ03,OUT027,0.4856
FDE38,OUT035,0.1883
DRH23,OUT027,0.1155
FDT11,OUT019,0.0256
FDD09,OUT035,0.2284
FDR40,OUT045,0.0981
FDX07,OUT017,0.2418
FDR07,OUT035,0.1163
FDA51,OUT017,0.1492
FDT59,OUT019,0.0256
FDF20,OUT017,0.2565
FDR13,OUT045,0.1407
FDY26,OUT049,0.2685
FDW04,OUT017,0.172
FDK52,OUT017,0.2899
FDN60,OUT049,0.198
FDM09,OUT019,0.0256
FDP46,OUT049,0.1072
FDB50,OUT019,0.0256
NCQ29,OUT049,0.35
FDP16,OUT027,0.4897
FDX33,OUT018,0.175
FDP07,OUT010,0.0256
FDN22,OUT046,0.2911
FDF39,OUT049,0.3309
FDS21,OUT017,0.0605
NCM42,OUT013,0.1222
FDK50,OUT019,0.0256
DRF13,OUT027,0.3049
FDH35,OUT018,0.1725
FDP60,OUT018,0.1004
DRJ49,OUT027,0.2353
NCT42,OUT019,0.0256
FDE38,OUT049,0.2129
FDI04,OUT049,0.2598
NCH54,OUT045,0.1907
FDT56,OUT049,0.0688
DRD15,OUT018,0.2574
FDV58,OUT013,0.2395
FDP21,OUT049,0.2502
FDH05,OUT013,0.2964
FDR10,OUT027,0.3265
NCP06,OUT045,0.1779
FDF33,OUT049,0.131
DRK37,OUT013,0.2274
DRH49,OUT045,0.0947
FDT58,OUT013,0.2082
FDD41,OUT018,0.1121
FDP40,OUT018,0.1186
FDM51,OUT027,0.2055
FDO45,OUT010,0.0256
FDW33,OUT010,0.0256
FDY24,OUT045,0.0708
FDB10,OUT010,0.0256
FDM40,OUT035,0.1688
NCI06,OUT017,0.2363
FDW12,OUT019,0.0256
FDX48,OUT027,0.2959
NCW05,OUT027,0.205
FDX27,OUT017,0.1235
DRM37,OUT045,0.2464
FDA38,OUT045,0.2743
FDR36,OUT046,0.0551
FDZ45,OUT046,0.2434
FDG05,OUT017,0.2107
FDK28,OUT013,0.3411
FDV47,OUT045,0.1005
FDN21,OUT045,0.1931
FDP20,OUT027,0.2531
FDI35,OUT045,0.2253
DRY23,OUT013,0.0495
FDA56,OUT017,0.1544
FDB09,OUT013,0.1441
NCO26,OUT027,0.2207
FDQ49,OUT018,0.1687
FDI52,OUT027,0.2471
FDZ44,OUT027,0.2323
FDZ09,OUT018,0.172
FDY03,OUT049,0.1409
NCG42,OUT017,0.1653
DRI13,OUT027,0.4626
FDQ32,OUT013,0.1504
FDW16,OUT035,0.1116
FDU27,OUT046,0.0603
FDR28,OUT010,0.0256
FDQ49,OUT010,0.0256
FDS37,OUT046,0.14
FDW26,OUT018,0.2484
FDX12,OUT018,0.269
NCP06,OUT013,0.1792
FDW45,OUT010,0.0256
NCN30,OUT049,0.1129
FDN24,OUT049,0.0628
NCL41,OUT027,0.0844
FDR02,OUT019,0.0256
FDD09,OUT010,0.0256
FDS33,OUT010,0.0256
FDU22,OUT045,0.1401
FDI53,OUT013,0.2036
DRH01,OUT049,0.2237
FDX32,OUT013,0.1736
NCP30,OUT018,0.0357
FDB60,OUT045,0.2369
FDB14,OUT049,0.1149
NCP02,OUT035,0.0657
FDJ10,OUT017,0.1779
FDG34,OUT046,0.1376
NCB18,OUT017,0.1084
FDM16,OUT049,0.0903
FDW25,OUT018,0.0883
FDB35,OUT010,0.0256
DRN11,OUT013,0.1681
FDF41,OUT019,0.0256
FDH16,OUT045,0.1048
NCQ50,OUT018,0.235
DRH23,OUT018,0.0621
DRJ37,OUT013,0.1856
DRJ24,OUT027,0.3999
FDY16,OUT035,0.2331
FDQ27,OUT045,0.1248
FDZ33,OUT045,0.1735
FDF29,OUT045,0.1608
FDA08,OUT049,0.2127
FDG31,OUT046,0.0764
FDE34,OUT019,0.0256
NCR30,OUT027,0.1318
FDV33,OUT035,0.3197
DRZ24,OUT018,0.1241
NCL54,OUT035,0.2179
FDR12,OUT049,0.2265
NCC54,OUT046,0.2836
DRN59,OUT013,0.0452
FDX50,OUT019,0.0256
FDV31,OUT027,0.3668
NCA29,OUT027,0.3399
FDW60,OUT049,0.2353
FDX08,OUT017,0.2401
DRD49,OUT013,0.3172
FDD33,OUT046,0.276
FDW35,OUT013,0.0415
FDJ36,OUT017,0.1356
FDV51,OUT035,0.2089
FDW36,OUT046,0.1286
FDH35,OUT046,0.2003
NCS30,OUT027,0.2255
FDN49,OUT017,0.0467
FDL08,OUT018,0.27
FDI09,OUT013,0.295
FDP19,OUT018,0.131
FDU21,OUT010,0.0256
NCP41,OUT045,0.1265
FDY10,OUT013,0.1305
FDP12,OUT018,0.0368
NCN26,OUT049,0.1439
FDK44,OUT013,0.2147
FDC28,OUT049,0.1341
FDJ41,OUT027,0.458
NCT29,OUT035,0.1503
NCH42,OUT019,0.0256
FDU60,OUT018,0.1819
FDS02,OUT045,0.2424
FDC51,OUT046,0.1536
FDU03,OUT013,0.2274
FDX39,OUT045,0.2659
NCY05,OUT010,0.0256
NCL06,OUT027,0.4915
FDD32,OUT035,0.0948
NCN41,OUT045,0.1444
NCX53,OUT049,0.1746
FDU57,OUT019,0.0256
FDQ23,OUT046,0.126
FDQ52,OUT045,0.3059
FDC14,OUT045,0.0423
FDY09,OUT035,0.2239
FDQ28,OUT045,0.1941
FDV25,OUT046,0.2634
FDJ07,OUT035,0.1318
DRB25,OUT049,0.1308
FDK52,OUT019,0.0256
FDY52,OUT027,0.1233
FDB28,OUT046,0.2398
FDT36,OUT035,0.0463
FDV25,OUT017,0.2646
NCN07,OUT027,0.2653
FDC57,OUT017,0.2523
FDQ03,OUT018,0.2646
FDU23,OUT017,0.2188
NCX41,OUT035,0.2683
NCD06,OUT035,0.0559
FDW08,OUT045,0.1252
NCU29,OUT017,0.1772
NCE06,OUT013,0.1885
FDV52,OUT010,0.0256
FDB02,OUT017,0.2365
NCR18,OUT045,0.043
FDK16,OUT049,0.1177
NCQ29,OUT010,0.0256
FDZ01,OUT019,0.0256
FDW27,OUT035,0.1926
FDD17,OUT018,0.2636
FDW39,OUT013,0.2276
DRH59,OUT045,0.0864
FDS52,OUT013,0.119
FDU40,OUT027,0.4004
NCF54,OUT013,0.2141
FDH46,OUT045,0.1251
NCP14,OUT049,0.1276
FDH50,OUT049,0.2393
DRF15,OUT010,0.0256
FDV27,OUT027,0.1829
NCJ06,OUT049,0.1454
FDN02,OUT018,0.226
FDQ51,OUT049,0.0435
FDQ07,OUT017,0.2861
FDS45,OUT049,0.1343
NCJ06,OUT045,0.1417
FDD36,OUT035,0.1431
FDY25,OUT045,0.2258
FDU52,OUT046,0.1877
DRK47,OUT017,0.282
NCL30,OUT017,0.1636
FDN22,OUT035,0.3039
NCF30,OUT027,0.262
FDK03,OUT035,0.3155
FDT45,OUT017,0.0613
NCC54,OUT027,0.4892
FDP08,OUT018,0.2171
FDU44,OUT046,0.2048
DRG39,OUT035,0.0563
FDU32,OUT049,0.1513
FDY27,OUT049,0.2296
NCP54,OUT013,0.1446
NCZ41,OUT049,0.1534
DRL49,OUT013,0.1727
FDI05,OUT018,0.0844
FDY56,OUT045,0.2802
DRC13,OUT013,0.1533
NCV29,OUT017,0.2357
FDR24,OUT049,0.1086
FDZ34,OUT018,0.2104
FDP37,OUT035,0.1523
FDX08,OUT027,0.3696
FDS57,OUT045,0.1673
NCG18,OUT049,0.1245
FDK25,OUT018,0.1835
FDH53,OUT049,0.0889
DRI59,OUT018,0.2483
FDA52,OUT046,0.22
FDT20,OUT010,0.0256
FDE36,OUT019,0.0256
FDI24,OUT017,0.2255
FDB28,OUT018,0.2199
FDV11,OUT017,0.2354
FDP01,OUT046,0.1905
FDD34,OUT027,0.2908
FDJ50,OUT027,0.1146
FDZ44,OUT013,0.1392
DRO59,OUT035,0.0924
DRB48,OUT045,0.0401
FDR21,OUT018,0.1868
NCE42,OUT010,0.0256
FDO23,OUT046,0.1131
NCE30,OUT018,0.2337
FDQ22,OUT035,0.0403
FDY01,OUT045,0.1392
FDS08,OUT017,0.2056
FDG28,OUT018,0.2745
FDQ51,OUT018,0.0392
FDB05,OUT017,0.2959
FDO56,OUT049,0.1485
FDE02,OUT018,0.098
FDN45,OUT017,0.2842
FDS09,OUT013,0.0533
NCA54,OUT018,0.1963
FDP09,OUT010,0.0256
FDC53,OUT045,0.1136
NCM55,OUT017,0.2441
FDL09,OUT018,0.1827
FDA11,OUT019,0.0256
FDA50,OUT045,0.1123
FDC23,OUT017,0.2338
FDE22,OUT049,0.2047
FDD23,OUT046,0.2355
NCA29,OUT049,0.2261
FDK38,OUT046,0.177
DRC13,OUT046,0.1521
NCP43,OUT049,0.2301
FDX28,OUT049,0.121
FDF08,OUT049,0.1119
FDZ33,OUT046,0.1799
FDD10,OUT049,0.2289
FDO58,OUT017,0.21
FDI50,OUT017,0.297
FDO58,OUT045,0.2009
FDX08,OUT013,0.2306
NCK17,OUT010,0.0256
FDF39,OUT035,0.3182
FDU45,OUT010,0.0256
NCJ18,OUT018,0.1195
DRC27,OUT019,0.0256
DRC25,OUT035,0.0939
FDU59,OUT035,0.1717
FDU28,OUT035,0.2404
NCP30,OUT046,0.0416
FDB39,OUT018,0.0484
FDE41,OUT013,0.1045
DRH11,OUT010,0.0256
FDA58,OUT045,0.2865
FDU50,OUT046,0.1439
FDM34,OUT013,0.151
FDM44,OUT027,0.2209
FDR39,OUT045,0.2244
FDM25,OUT045,0.2212
FDQ49,OUT049,0.199
DRH25,OUT018,0.0409
FDM09,OUT027,0.356
FDL44,OUT019,0.0256
NCR42,OUT018,0.0357
DRL59,OUT046,0.0532
FDX43,OUT013,0.199
DRK47,OUT010,0.0256
FDU48,OUT018,0.1338
FDY12,OUT045,0.0657
NCN43,OUT018,0.1259
NCM55,OUT018,0.1992
FDQ21,OUT027,0.2383
FDX13,OUT035,0.3015
NCK30,OUT027,0.4907
FDG20,OUT049,0.2257
DRG27,OUT017,0.0519
FDY14,OUT018,0.2839
FDP59,OUT035,0.1264
FDU60,OUT017,0.2225
NCC18,OUT019,0.0256
DRJ39,OUT017,0.2792
FDS07,OUT049,0.1395
FDM08,OUT027,0.4714
FDP51,OUT045,0.1462
FDU16,OUT035,0.0981
FDH12,OUT013,0.1255
DRE48,OUT010,0.0256
NCL42,OUT027,0.4892
FDR21,OUT045,0.2167
NCW29,OUT035,0.1612
FDO11,OUT013,0.3305
NCM31,OUT049,0.1713
FDV35,OUT019,0.0256
FDF58,OUT017,0.0673
NCE43,OUT049,0.2177
FDA02,OUT035,0.1831
DRL37,OUT010,0.0256
FDR24,OUT018,0.0927
FDW59,OUT049,0.098
FDS22,OUT049,0.0427
FDW24,OUT017,0.0558
FDU24,OUT035,0.1201
FDA21,OUT027,0.3882
FDH58,OUT027,0.2527
FDW36,OUT018,0.1072
FDI45,OUT027,0.3547
FDU01,OUT018,0.2077
FDF35,OUT027,0.2302
FDU43,OUT019,0.0256
FDE24,OUT019,0.0256
FDK50,OUT049,0.2097
FDG31,OUT045,0.0704
FDC60,OUT045,0.11
FDL36,OUT013,0.1052
FDP21,OUT013,0.2472
FDW16,OUT045,0.1078
FDX02,OUT017,0.2901
FDQ58,OUT027,0.2718
FDT51,OUT046,0.1379
FDD59,OUT049,0.0989
NCM42,OUT018,0.1135
FDA57,OUT018,0.0364
FDZ48,OUT035,0.1354
FDE46,OUT045,0.1834
NCZ30,OUT019,0.0256
FDB56,OUT017,0.2499
FDA25,OUT027,0.1925
FDD20,OUT013,0.1481
FDL25,OUT013,0.1142
NCO18,OUT049,0.2313
FDJ45,OUT017,0.0411
FDR12,OUT035,0.2199
NCF19,OUT010,0.0256
FDK25,OUT046,0.2066
NCR17,OUT046,0.1377
FDC52,OUT046,0.1913
NCA54,OUT017,0.2373
FDR45,OUT010,0.0256
NCM19,OUT049,0.1397
FDF39,OUT027,0.4944
FDX23,OUT049,0.1174
FDD58,OUT027,0.1979
FDX28,OUT013,0.1155
NCD31,OUT013,0.2025
FDU57,OUT018,0.1628
FDI27,OUT046,0.0522
NCM42,OUT046,0.1302
FDD32,OUT027,0.1405
FDI34,OUT013,0.2978
