Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW60,OUT018,2785.6593
FDE21,OUT013,1716.2138
NCM42,OUT035,1716.2138
FDY59,OUT010,207.1305
DRI49,OUT049,1716.2138
FDT28,OUT019,471.3068
FDQ22,OUT018,858.3666
FDR60,OUT049,1716.2138
FDC50,OUT019,207.1305
FDV24,OUT013,2785.6593
DRF48,OUT010,471.3068
FDQ47,OUT046,858.3666
DRN36,OUT049,1716.2138
NCY06,OUT035,1716.2138
FDE52,OUT035,1716.2138
NCB54,OUT045,1716.2138
NCF31,OUT035,2785.6593
FDJ08,OUT027,5669.1633
NCC07,OUT017,1716.2138
NCD19,OUT027,858.3666
FDL46,OUT049,1716.2138
FDM20,OUT045,3845.9303
NCI06,OUT010,471.3068
DRM11,OUT035,3845.9303
NCH07,OUT018,2785.6593
FDS23,OUT013,1716.2138
FDO49,OUT018,858.3666
FDS35,OUT049,858.3666
DRK39,OUT045,1716.2138
DRI39,OUT049,858.3666
FDV04,OUT017,2785.6593
NCN14,OUT035,2785.6593
FDH08,OUT013,3845.9303
FDS20,OUT046,2785.6593
FDV40,OUT049,858.3666
FDZ48,OUT010,207.1305
FDS24,OUT027,2846.4008
FDK44,OUT049,2785.6593
FDS48,OUT045,2785.6593
FDK26,OUT010,471.3068
FDD23,OUT045,2785.6593
NCH54,OUT017,2785.6593
NCP14,OUT010,207.1305
FDM60,OUT010,207.1305
FDV24,OUT017,2785.6593
FDH08,OUT018,3845.9303
FDS12,OUT027,2846.4008
FDR39,OUT027,5669.1633
FDP12,OUT027,858.3666
DRF60,OUT027,5669.1633
FDC09,OUT035,1716.2138
FDF50,OUT018,2785.6593
FDG28,OUT035,3845.9303
NCE19,OUT017,858.3666
NCM53,OUT010,207.1305
NCN18,OUT049,1716.2138
FDF32,OUT035,2785.6593
FDF11,OUT013,3845.9303
DRI59,OUT049,3845.9303
NCG54,OUT035,2785.6593
FDM44,OUT046,1716.2138
FDT57,OUT018,3845.9303
FDV24,OUT046,2785.6593
FDI50,OUT019,471.3068
FDS09,OUT035,858.3666
NCC31,OUT027,4117.3177
FDQ07,OUT019,471.3068
FDC22,OUT017,2785.6593
FDZ56,OUT046,2785.6593
FDZ40,OUT019,207.1305
FDS46,OUT027,2846.4008
DRD24,OUT045,1716.2138
FDV45,OUT017,2785.6593
FDL26,OUT045,2785.6593
FDA56,OUT018,1716.2138
FDN27,OUT046,1716.2138
FDM20,OUT049,3845.9303
FDO16,OUT017,1716.2138
FDL03,OUT035,2785.6593
FDE58,OUT046,1716.2138
FDI02,OUT027,2846.4008
NCC55,OUT019,207.1305
FDR03,OUT018,3845.9303
FDB14,OUT017,1716.2138
FDR45,OUT013,3845.9303
NCN07,OUT017,1716.2138
FDM51,OUT019,207.1305
FDT52,OUT027,5669.1633
FDL26,OUT046,2785.6593
NCZ42,OUT046,3845.9303
DRI47,OUT019,471.3068
FDW40,OUT013,1716.2138
FDN34,OUT046,2785.6593
FDS01,OUT035,2785.6593
NCG55,OUT045,1716.2138
FDC11,OUT035,1716.2138
FDX35,OUT018,3845.9303
NCB06,OUT046,2785.6593
FDR09,OUT019,471.3068
FDC53,OUT017,1716.2138
FDY45,OUT013,3845.9303
FDA22,OUT010,471.3068
FDE02,OUT035,1716.2138
FDW21,OUT045,1716.2138
FDV34,OUT046,858.3666
FDS59,OUT049,1716.2138
NCW17,OUT017,1716.2138
NCK54,OUT046,1716.2138
FDG17,OUT019,471.3068
FDG35,OUT017,2785.6593
FDD08,OUT010,207.1305
NCO07,OUT017,3845.9303
FDJ10,OUT010,207.1305
FDW36,OUT017,1716.2138
FDW21,OUT010,207.1305
FDY19,OUT017,1716.2138
DRE03,OUT013,858.3666
NCC55,OUT049,858.3666
FDH52,OUT010,207.1305
FDO09,OUT017,3845.9303
FDU43,OUT045,3845.9303
FDX09,OUT010,471.3068
FDH40,OUT019,207.1305
FDW58,OUT017,1716.2138
FDC47,OUT017,3845.9303
NCR41,OUT035,1716.2138
DRG49,OUT035,3845.9303
FDC52,OUT027,4117.3177
FDY13,OUT046,858.3666
FDY35,OUT013,858.3666
FDI35,OUT017,2785.6593
NCU18,OUT049,1716.2138
FDY33,OUT018,2785.6593
FDC15,OUT027,4117.3177
FDU01,OUT049,2785.6593
NCU42,OUT046,2785.6593
NCV29,OUT018,2785.6593
NCY30,OUT017,2785.6593
FDQ46,OUT049,1716.2138
FDG58,OUT027,4117.3177
FDK33,OUT017,3845.9303
NCD07,OUT045,1716.2138
NCX29,OUT027,4117.3177
NCT42,OUT013,2785.6593
DRN59,OUT035,858.3666
FDI44,OUT035,1716.2138
FDA45,OUT049,2785.6593
FDP31,OUT045,858.3666
FDY01,OUT046,1716.2138
FDT09,OUT018,1716.2138
DRH03,OUT027,2846.4008
FDA36,OUT018,2785.6593
NCF31,OUT017,2785.6593
FDG14,OUT049,2785.6593
FDG28,OUT027,5669.1633
FDU14,OUT049,3845.9303
FDY47,OUT019,207.1305
FDI56,OUT049,1716.2138
DRD01,OUT013,858.3666
FDM22,OUT046,858.3666
FDH33,OUT013,858.3666
DRZ24,OUT013,1716.2138
NCQ38,OUT046,1716.2138
FDO16,OUT027,2846.4008
FDU07,OUT027,4117.3177
NCB07,OUT013,2785.6593
FDU48,OUT045,1716.2138
NCM43,OUT045,2785.6593
FDR31,OUT010,471.3068
DRK49,OUT018,858.3666
NCI30,OUT010,471.3068
DRD60,OUT017,2785.6593
NCG19,OUT046,3845.9303
FDH12,OUT035,1716.2138
FDM32,OUT035,1716.2138
FDM27,OUT035,2785.6593
NCU53,OUT027,4117.3177
NCQ18,OUT046,1716.2138
FDS10,OUT013,2785.6593
FDB33,OUT027,4117.3177
FDI12,OUT013,1716.2138
NCW42,OUT013,3845.9303
NCC06,OUT018,1716.2138
FDW02,OUT017,1716.2138
NCD43,OUT017,1716.2138
FDM57,OUT018,1716.2138
FDA58,OUT017,3845.9303
FDK56,OUT046,2785.6593
FDP52,OUT045,3845.9303
FDW20,OUT018,1716.2138
FDS52,OUT049,1716.2138
NCT29,OUT018,1716.2138
NCL54,OUT013,2785.6593
FDC05,OUT045,2785.6593
FDF34,OUT035,2785.6593
FDP03,OUT027,2846.4008
FDD32,OUT010,207.1305
FDZ10,OUT045,1716.2138
FDZ40,OUT035,858.3666
FDD51,OUT018,858.3666
NCY30,OUT019,471.3068
FDP58,OUT017,3845.9303
FDV49,OUT017,3845.9303
FDY24,OUT019,207.1305
NCO55,OUT017,1716.2138
FDR13,OUT017,1716.2138
FDS51,OUT017,858.3666
FDP26,OUT045,1716.2138
NCB54,OUT027,2846.4008
FDF32,OUT017,2785.6593
FDN31,OUT018,2785.6593
DRM48,OUT017,858.3666
FDN20,OUT049,2785.6593
DRL01,OUT046,3845.9303
FDV56,OUT049,1716.2138
DRH13,OUT027,2846.4008
FDA03,OUT017,2785.6593
FDF47,OUT027,5669.1633
FDX32,OUT046,2785.6593
FDX57,OUT049,1716.2138
NCA30,OUT045,2785.6593
FDO49,OUT013,858.3666
FDL04,OUT019,207.1305
DRM48,OUT035,858.3666
FDR16,OUT013,3845.9303
NCC19,OUT018,2785.6593
NCE42,OUT045,3845.9303
FDY24,OUT017,858.3666
FDH19,OUT049,2785.6593
FDJ46,OUT013,2785.6593
FDN45,OUT010,471.3068
FDY08,OUT035,1716.2138
FDZ37,OUT035,1716.2138
NCT30,OUT045,858.3666
DRY23,OUT018,858.3666
NCZ30,OUT018,1716.2138
FDC44,OUT018,1716.2138
FDB45,OUT035,1716.2138
FDY04,OUT013,2785.6593
FDM27,OUT046,2785.6593
FDZ43,OUT017,3845.9303
FDT39,OUT019,471.3068
NCC06,OUT019,207.1305
FDL15,OUT027,4117.3177
FDL57,OUT017,3845.9303
FDU08,OUT046,1716.2138
FDK40,OUT017,3845.9303
FDQ12,OUT010,471.3068
FDS48,OUT017,2785.6593
FDP09,OUT045,3845.9303
FDW21,OUT049,1716.2138
FDY25,OUT035,2785.6593
DRE13,OUT017,1716.2138
FDV43,OUT019,207.1305
FDD22,OUT045,1716.2138
FDM46,OUT019,207.1305
NCO30,OUT010,471.3068
FDM25,OUT046,2785.6593
NCN41,OUT049,1716.2138
FDU24,OUT045,1716.2138
FDZ50,OUT046,2785.6593
FDP45,OUT013,3845.9303
NCM54,OUT045,1716.2138
FDW10,OUT019,471.3068
FDP20,OUT017,1716.2138
FDK32,OUT046,2785.6593
FDN52,OUT049,1716.2138
FDM58,OUT045,1716.2138
FDZ46,OUT027,2846.4008
NCA18,OUT018,1716.2138
FDD35,OUT046,1716.2138
NCK31,OUT035,858.3666
FDI40,OUT027,2846.4008
FDT50,OUT019,207.1305
NCT06,OUT046,2785.6593
FDT31,OUT035,2785.6593
FDT45,OUT049,858.3666
FDT13,OUT045,2785.6593
FDO50,OUT045,1716.2138
NCU18,OUT010,207.1305
NCR54,OUT049,2785.6593
NCO18,OUT018,2785.6593
FDU09,OUT045,858.3666
FDT13,OUT018,2785.6593
FDE09,OUT046,1716.2138
NCK53,OUT019,207.1305
FDG45,OUT049,3845.9303
DRH15,OUT035,858.3666
FDO21,OUT019,471.3068
FDD14,OUT027,5669.1633
FDC09,OUT046,1716.2138
FDH45,OUT027,858.3666
FDV32,OUT046,858.3666
FDG12,OUT035,1716.2138
FDS32,OUT013,1716.2138
NCL55,OUT018,3845.9303
DRE01,OUT035,3845.9303
DRE15,OUT049,1716.2138
NCL42,OUT045,3845.9303
FDP31,OUT013,858.3666
FDN33,OUT018,1716.2138
FDZ59,OUT046,2785.6593
FDE45,OUT010,471.3068
FDJ07,OUT013,1716.2138
FDQ45,OUT018,2785.6593
FDM33,OUT027,5669.1633
FDO15,OUT010,207.1305
FDM46,OUT013,1716.2138
FDR03,OUT045,3845.9303
FDY49,OUT018,2785.6593
FDQ60,OUT045,1716.2138
FDW10,OUT049,2785.6593
FDO51,OUT049,858.3666
FDJ40,OUT018,1716.2138
FDS20,OUT018,2785.6593
FDU45,OUT013,1716.2138
FDV02,OUT035,2785.6593
FDN09,OUT046,3845.9303
NCM55,OUT027,5669.1633
FDN23,OUT018,2785.6593
FDY31,OUT010,471.3068
FDW03,OUT010,207.1305
FDD14,OUT046,2785.6593
FDV23,OUT017,1716.2138
DRI03,OUT045,2785.6593
FDN13,OUT035,1716.2138
FDF45,OUT027,858.3666
FDU46,OUT035,1716.2138
FDB57,OUT049,3845.9303
FDV12,OUT049,1716.2138
FDQ58,OUT013,2785.6593
NCA18,OUT017,1716.2138
FDH52,OUT049,858.3666
FDM24,OUT018,2785.6593
NCP43,OUT027,5669.1633
NCO18,OUT019,471.3068
FDM32,OUT017,1716.2138
NCL07,OUT017,858.3666
FDK03,OUT013,3845.9303
FDP59,OUT017,1716.2138
FDQ24,OUT049,3845.9303
FDQ16,OUT018,1716.2138
FDU44,OUT013,2785.6593
FDH28,OUT010,207.1305
FDV28,OUT019,207.1305
FDM22,OUT045,858.3666
FDR56,OUT046,2785.6593
FDV39,OUT049,2785.6593
FDU37,OUT019,207.1305
FDQ11,OUT010,471.3068
FDX02,OUT045,3845.9303
NCS42,OUT018,1716.2138
FDY57,OUT027,2846.4008
FDB21,OUT049,3845.9303
FDE28,OUT017,3845.9303
FDQ55,OUT017,1716.2138
FDA48,OUT049,3845.9303
FDZ19,OUT045,2785.6593
NCC43,OUT045,3845.9303
NCV18,OUT046,1716.2138
NCA42,OUT018,2785.6593
FDY45,OUT046,3845.9303
NCC30,OUT045,2785.6593
FDM57,OUT013,1716.2138
FDL09,OUT010,471.3068
FDB09,OUT027,2846.4008
FDT44,OUT035,1716.2138
NCT06,OUT027,4117.3177
FDX26,OUT049,2785.6593
FDK32,OUT013,2785.6593
DRA12,OUT046,1716.2138
FDO46,OUT010,471.3068
FDE52,OUT013,1716.2138
NCH42,OUT045,3845.9303
FDV08,OUT035,858.3666
FDB47,OUT018,3845.9303
FDC28,OUT010,207.1305
FDD22,OUT046,1716.2138
FDS07,OUT027,2846.4008
DRI13,OUT045,3845.9303
FDG32,OUT018,3845.9303
FDU14,OUT017,3845.9303
FDD28,OUT019,207.1305
NCP41,OUT017,1716.2138
FDS08,OUT049,2785.6593
FDX47,OUT045,2785.6593
FDC53,OUT019,207.1305
FDQ19,OUT035,3845.9303
FDL14,OUT045,2785.6593
FDM33,OUT019,471.3068
FDA51,OUT045,1716.2138
FDZ27,OUT018,858.3666
FDT04,OUT046,858.3666
DRC13,OUT049,1716.2138
FDR16,OUT027,5669.1633
FDQ03,OUT027,5669.1633
FDE38,OUT035,2785.6593
DRH23,OUT027,858.3666
FDT11,OUT019,471.3068
FDD09,OUT035,2785.6593
FDR40,OUT045,1716.2138
FDX07,OUT017,2785.6593
FDR07,OUT035,1716.2138
FDA51,OUT017,1716.2138
FDT59,OUT019,471.3068
FDF20,OUT017,2785.6593
FDR13,OUT045,1716.2138
FDY26,OUT049,3845.9303
FDW04,OUT017,1716.2138
FDK52,OUT017,3845.9303
FDN60,OUT049,2785.6593
FDM09,OUT019,471.3068
FDP46,OUT049,1716.2138
FDB50,OUT019,207.1305
NCQ29,OUT049,3845.9303
FDP16,OUT027,5669.1633
FDX33,OUT018,2785.6593
FDP07,OUT010,471.3068
FDN22,OUT046,3845.9303
FDF39,OUT049,3845.9303
FDS21,OUT017,858.3666
NCM42,OUT013,1716.2138
FDK50,OUT019,471.3068
DRF13,OUT027,4117.3177
FDH35,OUT018,2785.6593
FDP60,OUT018,1716.2138
DRJ49,OUT027,2846.4008
NCT42,OUT019,471.3068
FDE38,OUT049,2785.6593
FDI04,OUT049,2785.6593
NCH54,OUT045,2785.6593
FDT56,OUT049,858.3666
DRD15,OUT018,3845.9303
FDV58,OUT013,2785.6593
FDP21,OUT049,2785.6593
FDH05,OUT013,3845.9303
FDR10,OUT027,4117.3177
NCP06,OUT045,2785.6593
FDF33,OUT049,1716.2138
DRK37,OUT013,2785.6593
DRH49,OUT045,1716.2138
FDT58,OUT013,2785.6593
FDD41,OUT018,1716.2138
FDP40,OUT018,1716.2138
FDM51,OUT027,2846.4008
FDO45,OUT010,207.1305
FDW33,OUT010,207.1305
FDY24,OUT045,858.3666
FDB10,OUT010,471.3068
FDM40,OUT035,1716.2138
NCI06,OUT017,2785.6593
FDW12,OUT019,471.3068
FDX48,OUT027,4117.3177
NCW05,OUT027,2846.4008
FDX27,OUT017,1716.2138
DRM37,OUT045,2785.6593
FDA38,OUT045,3845.9303
FDR36,OUT046,858.3666
FDZ45,OUT046,2785.6593
FDG05,OUT017,2785.6593
FDK28,OUT013,3845.9303
FDV47,OUT045,1716.2138
FDN21,OUT045,2785.6593
FDP20,OUT027,2846.4008
FDI35,OUT045,2785.6593
DRY23,OUT013,858.3666
FDA56,OUT017,1716.2138
FDB09,OUT013,1716.2138
NCO26,OUT027,2846.4008
FDQ49,OUT018,2785.6593
FDI52,OUT027,2846.4008
FDZ44,OUT027,2846.4008
FDZ09,OUT018,2785.6593
FDY03,OUT049,1716.2138
NCG42,OUT017,1716.2138
DRI13,OUT027,5669.1633
FDQ32,OUT013,1716.2138
FDW16,OUT035,1716.2138
FDU27,OUT046,858.3666
FDR28,OUT010,471.3068
FDQ49,OUT010,471.3068
FDS37,OUT046,1716.2138
FDW26,OUT018,3845.9303
FDX12,OUT018,3845.9303
NCP06,OUT013,2785.6593
FDW45,OUT010,471.3068
NCN30,OUT049,1716.2138
FDN24,OUT049,858.3666
NCL41,OUT027,858.3666
FDR02,OUT019,207.1305
FDD09,OUT010,471.3068
FDS33,OUT010,207.1305
FDU22,OUT045,1716.2138
FDI53,OUT013,2785.6593
DRH01,OUT049,2785.6593
FDX32,OUT013,1716.2138
NCP30,OUT018,858.3666
FDB60,OUT045,2785.6593
FDB14,OUT049,1716.2138
NCP02,OUT035,858.3666
FDJ10,OUT017,1716.2138
FDG34,OUT046,1716.2138
NCB18,OUT017,1716.2138
FDM16,OUT049,858.3666
FDW25,OUT018,1716.2138
FDB35,OUT010,207.1305
DRN11,OUT013,1716.2138
FDF41,OUT019,471.3068
FDH16,OUT045,1716.2138
NCQ50,OUT018,3845.9303
DRH23,OUT018,858.3666
DRJ37,OUT013,2785.6593
DRJ24,OUT027,5669.1633
FDY16,OUT035,2785.6593
FDQ27,OUT045,1716.2138
FDZ33,OUT045,2785.6593
FDF29,OUT045,1716.2138
FDA08,OUT049,2785.6593
FDG31,OUT046,858.3666
FDE34,OUT019,471.3068
NCR30,OUT027,858.3666
FDV33,OUT035,3845.9303
DRZ24,OUT018,1716.2138
NCL54,OUT035,2785.6593
FDR12,OUT049,2785.6593
NCC54,OUT046,3845.9303
DRN59,OUT013,858.3666
FDX50,OUT019,207.1305
FDV31,OUT027,5669.1633
NCA29,OUT027,4117.3177
FDW60,OUT049,2785.6593
FDX08,OUT017,2785.6593
DRD49,OUT013,3845.9303
FDD33,OUT046,3845.9303
FDW35,OUT013,858.3666
FDJ36,OUT017,1716.2138
FDV51,OUT035,2785.6593
FDW36,OUT046,1716.2138
FDH35,OUT046,2785.6593
NCS30,OUT027,2846.4008
FDN49,OUT017,858.3666
FDL08,OUT018,3845.9303
FDI09,OUT013,3845.9303
FDP19,OUT018,1716.2138
FDU21,OUT010,207.1305
NCP41,OUT045,1716.2138
FDY10,OUT013,1716.2138
FDP12,OUT018,858.3666
NCN26,OUT049,1716.2138
FDK44,OUT013,2785.6593
FDC28,OUT049,1716.2138
FDJ41,OUT027,5669.1633
NCT29,OUT035,1716.2138
NCH42,OUT019,471.3068
FDU60,OUT018,2785.6593
FDS02,OUT045,2785.6593
FDC51,OUT046,1716.2138
FDU03,OUT013,2785.6593
FDX39,OUT045,3845.9303
NCY05,OUT010,207.1305
NCL06,OUT027,5669.1633
FDD32,OUT035,1716.2138
NCN41,OUT045,1716.2138
NCX53,OUT049,1716.2138
FDU57,OUT019,471.3068
FDQ23,OUT046,1716.2138
FDQ52,OUT045,3845.9303
FDC14,OUT045,858.3666
FDY09,OUT035,2785.6593
FDQ28,OUT045,2785.6593
FDV25,OUT046,3845.9303
FDJ07,OUT035,1716.2138
DRB25,OUT049,1716.2138
FDK52,OUT019,471.3068
FDY52,OUT027,858.3666
FDB28,OUT046,2785.6593
FDT36,OUT035,858.3666
FDV25,OUT017,3845.9303
NCN07,OUT027,2846.4008
FDC57,OUT017,2785.6593
FDQ03,OUT018,3845.9303
FDU23,OUT017,2785.6593
NCX41,OUT035,3845.9303
NCD06,OUT035,858.3666
FDW08,OUT045,1716.2138
NCU29,OUT017,2785.6593
NCE06,OUT013,2785.6593
FDV52,OUT010,207.1305
FDB02,OUT017,2785.6593
NCR18,OUT045,858.3666
FDK16,OUT049,1716.2138
NCQ29,OUT010,471.3068
FDZ01,OUT019,207.1305
FDW27,OUT035,2785.6593
FDD17,OUT018,3845.9303
FDW39,OUT013,2785.6593
DRH59,OUT045,858.3666
FDS52,OUT013,1716.2138
FDU40,OUT027,5669.1633
NCF54,OUT013,2785.6593
FDH46,OUT045,1716.2138
NCP14,OUT049,1716.2138
FDH50,OUT049,2785.6593
DRF15,OUT010,471.3068
FDV27,OUT027,2846.4008
NCJ06,OUT049,1716.2138
FDN02,OUT018,3845.9303
FDQ51,OUT049,858.3666
FDQ07,OUT017,3845.9303
FDS45,OUT049,1716.2138
NCJ06,OUT045,1716.2138
FDD36,OUT035,1716.2138
FDY25,OUT045,2785.6593
FDU52,OUT046,2785.6593
DRK47,OUT017,3845.9303
NCL30,OUT017,1716.2138
FDN22,OUT035,3845.9303
NCF30,OUT027,2846.4008
FDK03,OUT035,3845.9303
FDT45,OUT017,858.3666
NCC54,OUT027,5669.1633
FDP08,OUT018,2785.6593
FDU44,OUT046,2785.6593
DRG39,OUT035,858.3666
FDU32,OUT049,1716.2138
FDY27,OUT049,2785.6593
NCP54,OUT013,1716.2138
NCZ41,OUT049,1716.2138
DRL49,OUT013,1716.2138
FDI05,OUT018,1716.2138
FDY56,OUT045,3845.9303
DRC13,OUT013,1716.2138
NCV29,OUT017,2785.6593
FDR24,OUT049,1716.2138
FDZ34,OUT018,2785.6593
FDP37,OUT035,1716.2138
FDX08,OUT027,5669.1633
FDS57,OUT045,1716.2138
NCG18,OUT049,1716.2138
FDK25,OUT018,2785.6593
FDH53,OUT049,1716.2138
DRI59,OUT018,3845.9303
FDA52,OUT046,2785.6593
FDT20,OUT010,207.1305
FDE36,OUT019,471.3068
FDI24,OUT017,2785.6593
FDB28,OUT018,2785.6593
FDV11,OUT017,2785.6593
FDP01,OUT046,2785.6593
FDD34,OUT027,4117.3177
FDJ50,OUT027,858.3666
FDZ44,OUT013,1716.2138
DRO59,OUT035,858.3666
DRB48,OUT045,858.3666
FDR21,OUT018,2785.6593
NCE42,OUT010,471.3068
FDO23,OUT046,1716.2138
NCE30,OUT018,3845.9303
FDQ22,OUT035,858.3666
FDY01,OUT045,1716.2138
FDS08,OUT017,2785.6593
FDG28,OUT018,3845.9303
FDQ51,OUT018,858.3666
FDB05,OUT017,3845.9303
FDO56,OUT049,1716.2138
FDE02,OUT018,1716.2138
FDN45,OUT017,3845.9303
FDS09,OUT013,858.3666
NCA54,OUT018,2785.6593
FDP09,OUT010,471.3068
FDC53,OUT045,1716.2138
NCM55,OUT017,2785.6593
FDL09,OUT018,2785.6593
FDA11,OUT019,207.1305
FDA50,OUT045,1716.2138
FDC23,OUT017,2785.6593
FDE22,OUT049,2785.6593
FDD23,OUT046,2785.6593
NCA29,OUT049,2785.6593
FDK38,OUT046,2785.6593
DRC13,OUT046,1716.2138
NCP43,OUT049,2785.6593
FDX28,OUT049,1716.2138
FDF08,OUT049,1716.2138
FDZ33,OUT046,2785.6593
FDD10,OUT049,2785.6593
FDO58,OUT017,2785.6593
FDI50,OUT017,3845.9303
FDO58,OUT045,2785.6593
FDX08,OUT013,2785.6593
NCK17,OUT010,207.1305
FDF39,OUT035,3845.9303
FDU45,OUT010,207.1305
NCJ18,OUT018,1716.2138
DRC27,OUT019,471.3068
DRC25,OUT035,1716.2138
FDU59,OUT035,2785.6593
FDU28,OUT035,2785.6593
NCP30,OUT046,858.3666
FDB39,OUT018,858.3666
FDE41,OUT013,1716.2138
DRH11,OUT010,207.1305
FDA58,OUT045,3845.9303
FDU50,OUT046,1716.2138
FDM34,OUT013,1716.2138
FDM44,OUT027,2846.4008
FDR39,OUT045,2785.6593
FDM25,OUT045,2785.6593
FDQ49,OUT049,2785.6593
DRH25,OUT018,858.3666
FDM09,OUT027,4117.3177
FDL44,OUT019,471.3068
NCR42,OUT018,858.3666
DRL59,OUT046,858.3666
FDX43,OUT013,2785.6593
DRK47,OUT010,471.3068
FDU48,OUT018,1716.2138
FDY12,OUT045,858.3666
NCN43,OUT018,1716.2138
NCM55,OUT018,2785.6593
FDQ21,OUT027,2846.4008
FDX13,OUT035,3845.9303
NCK30,OUT027,5669.1633
FDG20,OUT049,2785.6593
DRG27,OUT017,858.3666
FDY14,OUT018,3845.9303
FDP59,OUT035,1716.2138
FDU60,OUT017,2785.6593
NCC18,OUT019,471.3068
DRJ39,OUT017,3845.9303
FDS07,OUT049,1716.2138
FDM08,OUT027,5669.1633
FDP51,OUT045,1716.2138
FDU16,OUT035,1716.2138
FDH12,OUT013,1716.2138
DRE48,OUT010,471.3068
NCL42,OUT027,5669.1633
FDR21,OUT045,2785.6593
NCW29,OUT035,1716.2138
FDO11,OUT013,3845.9303
NCM31,OUT049,1716.2138
FDV35,OUT019,471.3068
FDF58,OUT017,858.3666
NCE43,OUT049,2785.6593
FDA02,OUT035,2785.6593
DRL37,OUT010,207.1305
FDR24,OUT018,1716.2138
FDW59,OUT049,1716.2138
FDS22,OUT049,858.3666
