Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDQ07,OUT019,505.5573
FDC22,OUT017,3056.1427
FDZ56,OUT046,2726.0037
FDZ40,OUT019,188.2917
FDS46,OUT027,2980.7662
DRD24,OUT045,1897.5204
FDV45,OUT017,3061.6512
FDL26,OUT045,2661.0182
FDA56,OUT018,1585.4349
FDN27,OUT046,1892.4709
FDM20,OUT049,3811.9603
FDO16,OUT017,1611.307
FDL03,OUT035,3173.1363
FDE58,OUT046,1909.7211
FDI02,OUT027,2921.599
NCC55,OUT019,172.1509
FDR03,OUT018,2793.0128
FDB14,OUT017,1648.2092
FDR45,OUT013,3859.6796
NCN07,OUT017,1941.8053
FDM51,OUT019,263.7345
FDT52,OUT027,5369.1625
FDL26,OUT046,2586.4088
NCZ42,OUT046,3488.378
DRI47,OUT019,353.3258
FDW40,OUT013,2132.4997
FDN34,OUT046,2879.4232
FDS01,OUT035,3068.1396
NCG55,OUT045,1791.5148
FDC11,OUT035,1456.4302
FDX35,OUT018,2923.8821
NCB06,OUT046,2655.6378
FDR09,OUT019,519.6094
FDC53,OUT017,1688.8992
FDY45,OUT013,3886.7584
FDA22,OUT010,409.175
FDE02,OUT035,1677.5827
FDW21,OUT045,1776.868
FDV34,OUT046,1245.1193
FDS59,OUT049,1808.2058
NCW17,OUT017,1955.1906
NCK54,OUT046,1938.8936
FDG17,OUT019,492.6928
FDG35,OUT017,2877.7694
FDD08,OUT010,173.8963
NCO07,OUT017,3588.9437
FDJ10,OUT010,283.9501
FDW36,OUT017,1696.2933
FDW21,OUT010,245.2635
FDY19,OUT017,1852.8407
DRE03,OUT013,933.8503
NCC55,OUT049,979.9526
FDH52,OUT010,193.3744
FDO09,OUT017,3800.9864
FDU43,OUT045,3698.7433
FDX09,OUT010,436.5906
FDH40,OUT019,238.8178
FDW58,OUT017,1757.753
FDC47,OUT017,3639.4986
NCR41,OUT035,1659.6495
DRG49,OUT035,3800.4332
FDC52,OUT027,4149.3609
FDY13,OUT046,1191.3033
FDY35,OUT013,971.6463
FDI35,OUT017,3078.9786
NCU18,OUT049,2168.2399
FDY33,OUT018,2489.0373
FDC15,OUT027,4087.1133
FDU01,OUT049,3109.2597
NCU42,OUT046,2740.5328
NCV29,OUT018,2560.2825
NCY30,OUT017,3055.1565
FDQ46,OUT049,1758.0015
FDG58,OUT027,4216.2326
FDK33,OUT017,3677.4928
NCD07,OUT045,1726.893
NCX29,OUT027,3775.4986
NCT42,OUT013,2510.1812
DRN59,OUT035,999.4952
FDI44,OUT035,1401.326
FDA45,OUT049,2638.2734
FDP31,OUT045,1201.9814
FDY01,OUT046,1870.1923
FDT09,OUT018,1611.6175
DRH03,OUT027,2746.9594
FDA36,OUT018,2641.6413
NCF31,OUT017,2587.4554
FDG14,OUT049,2555.281
FDG28,OUT027,5365.7619
FDU14,OUT049,3788.6435
FDY47,OUT019,286.8811
FDI56,OUT049,1519.2111
DRD01,OUT013,974.0038
FDM22,OUT046,1076.7369
FDH33,OUT013,926.8069
DRZ24,OUT013,1864.0905
NCQ38,OUT046,1749.7981
FDO16,OUT027,2547.6833
FDU07,OUT027,3788.7014
NCB07,OUT013,3007.4553
FDU48,OUT045,1841.6119
NCM43,OUT045,2755.0291
FDR31,OUT010,341.6803
DRK49,OUT018,883.6179
NCI30,OUT010,530.6348
DRD60,OUT017,3071.2586
NCG19,OUT046,3374.2328
FDH12,OUT035,1739.3151
FDM32,OUT035,1594.5883
FDM27,OUT035,2744.4938
NCU53,OUT027,4317.7005
NCQ18,OUT046,1641.2376
FDS10,OUT013,2959.0383
FDB33,OUT027,4221.0319
FDI12,OUT013,1434.3914
NCW42,OUT013,3584.6848
NCC06,OUT018,1674.2357
FDW02,OUT017,1986.8755
NCD43,OUT017,1750.7608
FDM57,OUT018,1305.1418
FDA58,OUT017,3603.2799
FDK56,OUT046,3063.6701
FDP52,OUT045,3702.4201
FDW20,OUT018,1655.2652
FDS52,OUT049,1693.22
NCT29,OUT018,1610.2504
NCL54,OUT013,2955.5341
FDC05,OUT045,2989.5846
FDF34,OUT035,3117.1792
FDP03,OUT027,3020.7308
FDD32,OUT010,205.5834
FDZ10,OUT045,1908.6552
FDZ40,OUT035,1066.2666
FDD51,OUT018,936.1352
NCY30,OUT019,428.9636
FDP58,OUT017,3491.1609
FDV49,OUT017,3956.486
FDY24,OUT019,233.4669
NCO55,OUT017,1717.9384
FDR13,OUT017,1896.9768
FDS51,OUT017,1143.6783
FDP26,OUT045,1618.7078
NCB54,OUT027,3145.0348
FDF32,OUT017,3128.6179
FDN31,OUT018,2675.3961
DRM48,OUT017,943.9962
FDN20,OUT049,2824.8596
DRL01,OUT046,3516.2732
FDV56,OUT049,1799.0943
DRH13,OUT027,2806.2927
FDA03,OUT017,2686.9638
FDF47,OUT027,5520.7858
FDX32,OUT046,2653.7479
FDX57,OUT049,1679.5705
NCA30,OUT045,2894.9638
FDO49,OUT013,970.5971
FDL04,OUT019,269.2493
DRM48,OUT035,974.0509
FDR16,OUT013,3340.7881
NCC19,OUT018,2809.5099
NCE42,OUT045,3264.2221
FDY24,OUT017,1305.5017
FDH19,OUT049,2846.6433
FDJ46,OUT013,2831.5463
FDN45,OUT010,518.8598
FDY08,OUT035,1994.4273
FDZ37,OUT035,1522.2671
NCT30,OUT045,959.0569
DRY23,OUT018,929.6715
NCZ30,OUT018,1649.2553
FDC44,OUT018,1545.927
FDB45,OUT035,1772.9468
FDY04,OUT013,2671.2288
FDM27,OUT046,2732.9464
FDZ43,OUT017,3829.4604
FDT39,OUT019,356.5623
NCC06,OUT019,290.9482
FDL15,OUT027,4038.2999
FDL57,OUT017,4007.4911
FDU08,OUT046,1625.2336
FDK40,OUT017,3792.9051
FDQ12,OUT010,524.5956
FDS48,OUT017,2702.8813
FDP09,OUT045,3388.3994
FDW21,OUT049,1783.0356
FDY25,OUT035,3116.2957
DRE13,OUT017,1524.1839
FDV43,OUT019,177.6086
FDD22,OUT045,1733.7576
FDM46,OUT019,289.0504
NCO30,OUT010,463.2719
FDM25,OUT046,2855.1886
NCN41,OUT049,2015.7504
FDU24,OUT045,1588.3174
FDZ50,OUT046,3093.3226
FDP45,OUT013,3809.6157
NCM54,OUT045,1804.248
FDW10,OUT019,424.8212
FDP20,OUT017,1901.0745
FDK32,OUT046,2653.1882
FDN52,OUT049,1396.2176
FDM58,OUT045,1827.576
FDZ46,OUT027,2923.1911
NCA18,OUT018,1602.4534
FDD35,OUT046,1987.9739
NCK31,OUT035,1013.0496
FDI40,OUT027,2816.9279
FDT50,OUT019,252.4675
NCT06,OUT046,2683.8171
FDT31,OUT035,3082.195
FDT45,OUT049,1034.65
FDT13,OUT045,2947.7207
FDO50,OUT045,1445.4838
NCU18,OUT010,278.6891
NCR54,OUT049,3181.618
NCO18,OUT018,2557.7814
FDU09,OUT045,1021.3047
FDT13,OUT018,2632.047
FDE09,OUT046,1801.2352
NCK53,OUT019,265.7978
FDG45,OUT049,3449.5554
DRH15,OUT035,1007.6543
FDO21,OUT019,497.1675
FDD14,OUT027,4946.7728
FDC09,OUT046,1751.6946
FDH45,OUT027,2094.1296
FDV32,OUT046,1182.4064
FDG12,OUT035,1988.2283
FDS32,OUT013,2037.977
NCL55,OUT018,3040.2663
DRE01,OUT035,3644.0613
DRE15,OUT049,1340.2398
NCL42,OUT045,3692.7062
FDP31,OUT013,1195.5885
FDN33,OUT018,1442.4285
FDZ59,OUT046,2825.3185
FDE45,OUT010,421.8721
FDJ07,OUT013,1794.9923
FDQ45,OUT018,2603.6251
FDM33,OUT027,5157.6088
FDO15,OUT010,196.9352
FDM46,OUT013,1572.776
FDR03,OUT045,3392.7612
FDY49,OUT018,2445.5857
FDQ60,OUT045,1810.5899
FDW10,OUT049,2713.9014
FDO51,OUT049,1035.0292
FDJ40,OUT018,1464.4781
FDS20,OUT018,2585.1748
FDU45,OUT013,1876.5511
FDV02,OUT035,2983.6258
FDN09,OUT046,3624.4205
NCM55,OUT027,4910.9023
FDN23,OUT018,2151.9814
FDY31,OUT010,375.1543
FDW03,OUT010,251.2478
FDD14,OUT046,2842.5393
FDV23,OUT017,1881.7004
DRI03,OUT045,2716.9122
FDN13,OUT035,1634.5316
FDF45,OUT027,2264.562
FDU46,OUT035,1503.9562
FDB57,OUT049,3515.7518
FDV12,OUT049,1731.1945
FDQ58,OUT013,2571.6249
NCA18,OUT017,1810.1066
FDH52,OUT049,1145.2287
FDM24,OUT018,2324.1189
NCP43,OUT027,4786.8337
NCO18,OUT019,428.5328
FDM32,OUT017,1513.1592
NCL07,OUT017,937.0505
FDK03,OUT013,3831.4182
FDP59,OUT017,1708.9652
FDQ24,OUT049,3689.5308
FDQ16,OUT018,1473.1788
FDU44,OUT013,2609.9076
FDH28,OUT010,190.8343
FDV28,OUT019,215.2799
FDM22,OUT045,1007.9144
FDR56,OUT046,3062.9916
FDV39,OUT049,3098.4957
FDU37,OUT019,242.3324
FDQ11,OUT010,557.0449
FDX02,OUT045,3597.1584
NCS42,OUT018,1418.1713
FDY57,OUT027,2864.6562
FDB21,OUT049,3690.472
FDE28,OUT017,3628.3961
FDQ55,OUT017,1929.5149
FDA48,OUT049,3560.1485
FDZ19,OUT045,2669.4806
NCC43,OUT045,3567.227
NCV18,OUT046,1453.4567
NCA42,OUT018,2470.5397
FDY45,OUT046,3679.6255
NCC30,OUT045,2875.9827
FDM57,OUT013,1410.6113
FDL09,OUT010,416.0123
FDB09,OUT027,3052.494
FDT44,OUT035,1868.5711
NCT06,OUT027,4351.5196
FDX26,OUT049,3154.5667
FDK32,OUT013,2596.3744
DRA12,OUT046,2156.784
FDO46,OUT010,489.1026
FDE52,OUT013,1404.5905
NCH42,OUT045,3573.2165
FDV08,OUT035,1027.0805
FDB47,OUT018,2959.2142
FDC28,OUT010,245.2699
FDD22,OUT046,1840.2653
FDS07,OUT027,2978.9587
DRI13,OUT045,3434.9099
FDG32,OUT018,3119.1552
FDU14,OUT017,3895.8164
FDD28,OUT019,199.0972
NCP41,OUT017,1759.679
FDS08,OUT049,2871.4905
FDX47,OUT045,2633.8278
FDC53,OUT019,265.873
FDQ19,OUT035,3846.4462
FDL14,OUT045,2619.7967
FDM33,OUT019,506.9302
FDA51,OUT045,1781.4015
FDZ27,OUT018,991.9451
FDT04,OUT046,912.115
DRC13,OUT049,1940.7921
FDR16,OUT027,4832.9511
FDQ03,OUT027,5348.7268
FDE38,OUT035,2801.2758
DRH23,OUT027,2258.5921
FDT11,OUT019,496.4853
FDD09,OUT035,3131.7135
FDR40,OUT045,1414.0159
FDX07,OUT017,3115.2293
FDR07,OUT035,1996.0966
FDA51,OUT017,1872.0755
FDT59,OUT019,504.5218
FDF20,OUT017,3086.582
FDR13,OUT045,1823.9523
FDY26,OUT049,3424.8579
FDW04,OUT017,1934.3402
FDK52,OUT017,3725.2831
FDN60,OUT049,2798.7284
FDM09,OUT019,415.8528
FDP46,OUT049,1439.9354
FDB50,OUT019,256.2221
NCQ29,OUT049,3756.9428
FDP16,OUT027,5237.4439
FDX33,OUT018,2513.6928
FDP07,OUT010,481.7403
FDN22,OUT046,3529.6113
FDF39,OUT049,3699.6717
FDS21,OUT017,1217.1486
NCM42,OUT013,1672.8454
FDK50,OUT019,408.3965
DRF13,OUT027,3800.0409
FDH35,OUT018,2425.3446
FDP60,OUT018,1467.6752
DRJ49,OUT027,3067.4836
NCT42,OUT019,376.9185
FDE38,OUT049,2817.7867
FDI04,OUT049,3223.3381
NCH54,OUT045,2688.697
FDT56,OUT049,1092.0007
DRD15,OUT018,2957.0267
FDV58,OUT013,2907.7982
FDP21,OUT049,3269.4524
FDH05,OUT013,3606.5674
FDR10,OUT027,4373.1644
NCP06,OUT045,2471.0881
FDF33,OUT049,1723.671
DRK37,OUT013,3066.8351
DRH49,OUT045,1409.7501
FDT58,OUT013,2745.0937
FDD41,OUT018,1470.1164
FDP40,OUT018,1781.2076
FDM51,OUT027,2829.3133
FDO45,OUT010,207.2217
FDW33,OUT010,244.9414
FDY24,OUT045,1326.6695
FDB10,OUT010,537.665
FDM40,OUT035,2051.5864
NCI06,OUT017,3028.5306
FDW12,OUT019,314.0199
FDX48,OUT027,4238.9664
NCW05,OUT027,2946.3354
FDX27,OUT017,1680.9233
DRM37,OUT045,2961.339
FDA38,OUT045,3604.1083
FDR36,OUT046,981.0646
FDZ45,OUT046,3134.3397
FDG05,OUT017,2724.9589
FDK28,OUT013,3936.9564
FDV47,OUT045,1407.7457
FDN21,OUT045,2677.0243
FDP20,OUT027,3098.7264
FDI35,OUT045,2922.9786
DRY23,OUT013,972.4245
FDA56,OUT017,1928.922
FDB09,OUT013,1886.0541
NCO26,OUT027,2977.0261
FDQ49,OUT018,2481.1715
FDI52,OUT027,3053.7373
FDZ44,OUT027,2925.4277
FDZ09,OUT018,2483.365
FDY03,OUT049,1923.8669
NCG42,OUT017,1926.6662
DRI13,OUT027,5219.4186
FDQ32,OUT013,1967.0782
FDW16,OUT035,1512.5032
FDU27,OUT046,1000.7105
FDR28,OUT010,406.4081
FDQ49,OUT010,378.0925
FDS37,OUT046,1904.7434
FDW26,OUT018,2957.6138
FDX12,OUT018,2978.1519
NCP06,OUT013,2560.0069
FDW45,OUT010,362.3166
NCN30,OUT049,1612.5811
FDN24,OUT049,1034.6259
NCL41,OUT027,1967.1884
FDR02,OUT019,286.8756
FDD09,OUT010,440.1035
FDS33,OUT010,211.4338
FDU22,OUT045,1804.2122
FDI53,OUT013,2669.6103
DRH01,OUT049,2909.1333
FDX32,OUT013,2208.0241
NCP30,OUT018,905.769
FDB60,OUT045,2909.9855
FDB14,OUT049,1574.7234
NCP02,OUT035,1081.615
FDJ10,OUT017,2029.7373
FDG34,OUT046,1887.933
NCB18,OUT017,1444.6816
FDM16,OUT049,1235.466
FDW25,OUT018,1468.6656
FDB35,OUT010,215.905
DRN11,OUT013,2105.9709
FDF41,OUT019,492.9655
FDH16,OUT045,1418.4507
NCQ50,OUT018,2935.9841
DRH23,OUT018,1032.0976
DRJ37,OUT013,2549.8864
DRJ24,OUT027,4862.528
FDY16,OUT035,3129.3971
FDQ27,OUT045,1835.7266
FDZ33,OUT045,2583.5495
FDF29,OUT045,1915.7199
FDA08,OUT049,2828.9534
FDG31,OUT046,1181.0558
FDE34,OUT019,446.2888
NCR30,OUT027,2391.1875
FDV33,OUT035,3962.2187
DRZ24,OUT018,1577.6792
NCL54,OUT035,2977.3451
FDR12,OUT049,2966.9751
NCC54,OUT046,3539.2145
DRN59,OUT013,979.7916
FDX50,OUT019,259.8545
FDV31,OUT027,4730.139
NCA29,OUT027,4730.8972
FDW60,OUT049,2983.517
FDX08,OUT017,3089.5189
DRD49,OUT013,3549.5983
FDD33,OUT046,3471.6787
FDW35,OUT013,927.9035
FDJ36,OUT017,1743.346
FDV51,OUT035,2990.7745
FDW36,OUT046,1717.8769
FDH35,OUT046,2642.7468
NCS30,OUT027,3094.6936
FDN49,OUT017,993.3478
FDL08,OUT018,3003.5069
FDI09,OUT013,3428.1913
FDP19,OUT018,1614.9082
FDU21,OUT010,178.7939
NCP41,OUT045,1652.5857
FDY10,OUT013,1780.7331
FDP12,OUT018,899.9145
NCN26,OUT049,1960.7225
FDK44,OUT013,2927.2046
FDC28,OUT049,1714.8633
FDJ41,OUT027,5378.2592
NCT29,OUT035,1934.8112
NCH42,OUT019,488.0975
FDU60,OUT018,2500.0597
FDS02,OUT045,3045.8649
FDC51,OUT046,2042.3508
FDU03,OUT013,3027.341
FDX39,OUT045,3492.527
NCY05,OUT010,177.2223
NCL06,OUT027,5360.0035
FDD32,OUT035,1411.3571
NCN41,OUT045,1803.6431
NCX53,OUT049,2183.6296
FDU57,OUT019,331.7515
FDQ23,OUT046,1749.6619
FDQ52,OUT045,3746.3481
FDC14,OUT045,925.7102
FDY09,OUT035,3081.2274
FDQ28,OUT045,2727.3212
FDV25,OUT046,3587.7499
FDJ07,OUT035,1944.7209
DRB25,OUT049,1733.2637
FDK52,OUT019,516.5771
FDY52,OUT027,2216.86
FDB28,OUT046,3131.3307
FDT36,OUT035,973.3441
FDV25,OUT017,3563.006
NCN07,OUT027,3167.4995
FDC57,OUT017,3077.7069
FDQ03,OUT018,2985.2661
FDU23,OUT017,2874.265
NCX41,OUT035,3630.1032
NCD06,OUT035,1009.2332
FDW08,OUT045,1672.8264
NCU29,OUT017,2549.7742
NCE06,OUT013,2601.5158
FDV52,OUT010,255.8157
FDB02,OUT017,2922.1042
NCR18,OUT045,930.5147
FDK16,OUT049,1589.5296
NCQ29,OUT010,546.8307
FDZ01,OUT019,257.3218
FDW27,OUT035,2625.1289
FDD17,OUT018,2998.0612
FDW39,OUT013,2871.4236
DRH59,OUT045,1175.1289
FDS52,OUT013,1618.729
FDU40,OUT027,5329.7918
NCF54,OUT013,2790.7502
FDH46,OUT045,1653.9499
NCP14,OUT049,1679.1443
FDH50,OUT049,3162.6382
DRF15,OUT010,365.134
FDV27,OUT027,2723.7177
NCJ06,OUT049,2006.3336
FDN02,OUT018,2912.2988
FDQ51,OUT049,1071.6818
FDQ07,OUT017,3773.255
FDS45,OUT049,1862.3348
NCJ06,OUT045,1841.9774
FDD36,OUT035,1976.2964
FDY25,OUT045,2932.6897
FDU52,OUT046,2600.8455
DRK47,OUT017,3682.233
NCL30,OUT017,1896.1739
FDN22,OUT035,3775.8895
NCF30,OUT027,3108.6167
FDK03,OUT035,3950.7316
FDT45,OUT017,1030.3822
NCC54,OUT027,5252.3867
FDP08,OUT018,2826.1801
FDU44,OUT046,2770.5281
DRG39,OUT035,1027.4273
FDU32,OUT049,1951.5578
FDY27,OUT049,2905.6668
NCP54,OUT013,1945.5464
NCZ41,OUT049,2011.0658
DRL49,OUT013,2337.7038
FDI05,OUT018,1175.2659
FDY56,OUT045,3747.7683
DRC13,OUT013,1904.0064
NCV29,OUT017,3051.7935
FDR24,OUT049,1425.1814
FDZ34,OUT018,2706.2559
FDP37,OUT035,1934.5049
FDX08,OUT027,4908.197
FDS57,OUT045,1954.2569
NCG18,OUT049,1743.8282
FDK25,OUT018,2590.4913
FDH53,OUT049,1432.6461
DRI59,OUT018,2968.4016
FDA52,OUT046,2821.8124
FDT20,OUT010,173.6875
FDE36,OUT019,492.4215
FDI24,OUT017,2914.3942
FDB28,OUT018,2913.0483
FDV11,OUT017,2872.1545
FDP01,OUT046,2626.4562
FDD34,OUT027,4279.7031
FDJ50,OUT027,2083.092
FDZ44,OUT013,1803.4964
DRO59,OUT035,1343.117
DRB48,OUT045,934.8634
FDR21,OUT018,2560.663
NCE42,OUT010,522.2921
FDO23,OUT046,1534.4089
NCE30,OUT018,2998.7663
FDQ22,OUT035,966.5855
FDY01,OUT045,1779.9953
FDS08,OUT017,2772.3026
FDG28,OUT018,2967.3693
FDQ51,OUT018,958.4524
FDB05,OUT017,3675.2143
FDO56,OUT049,1928.7874
FDE02,OUT018,1380.2141
FDN45,OUT017,3600.7431
FDS09,OUT013,980.2661
NCA54,OUT018,2577.9258
FDP09,OUT010,525.0338
FDC53,OUT045,1582.9812
NCM55,OUT017,3093.1024
FDL09,OUT018,2622.8121
FDA11,OUT019,256.2449
FDA50,OUT045,1576.8734
FDC23,OUT017,3057.7825
FDE22,OUT049,2774.132
FDD23,OUT046,3118.0644
NCA29,OUT049,2933.5227
FDK38,OUT046,2533.5294
DRC13,OUT046,1998.5265
NCP43,OUT049,2933.7313
FDX28,OUT049,1626.2946
FDF08,OUT049,1452.3949
FDZ33,OUT046,2588.6927
FDD10,OUT049,2903.4766
FDO58,OUT017,2743.4892
FDI50,OUT017,3793.0731
FDO58,OUT045,2696.3707
FDX08,OUT013,3100.1204
NCK17,OUT010,176.4054
FDF39,OUT035,4072.4485
FDU45,OUT010,245.8436
NCJ18,OUT018,1567.9641
DRC27,OUT019,507.1547
DRC25,OUT035,1585.5805
FDU59,OUT035,2585.9315
FDU28,OUT035,3165.5757
NCP30,OUT046,956.296
FDB39,OUT018,994.6959
FDE41,OUT013,1405.1948
DRH11,OUT010,203.9126
FDA58,OUT045,3572.4713
FDU50,OUT046,1958.3311
FDM34,OUT013,1959.0347
FDM44,OUT027,2800.2759
FDR39,OUT045,2901.617
FDM25,OUT045,2903.8529
FDQ49,OUT049,2570.5219
DRH25,OUT018,1007.2408
FDM09,OUT027,4432.3139
FDL44,OUT019,392.6514
NCR42,OUT018,893.1232
DRL59,OUT046,1008.689
FDX43,OUT013,2729.6524
DRK47,OUT010,526.022
FDU48,OUT018,1657.6241
FDY12,OUT045,1015.3059
NCN43,OUT018,1581.9463
NCM55,OUT018,2576.9602
FDQ21,OUT027,3238.5996
FDX13,OUT035,3872.7083
NCK30,OUT027,5333.3204
FDG20,OUT049,2943.2563
DRG27,OUT017,966.6048
FDY14,OUT018,3190.6554
FDP59,OUT035,1761.6703
FDU60,OUT017,3027.7852
NCC18,OUT019,466.4341
DRJ39,OUT017,3685.4608
FDS07,OUT049,1892.1372
FDM08,OUT027,5208.3432
FDP51,OUT045,1822.4391
FDU16,OUT035,1423.28
FDH12,OUT013,1745.8509
DRE48,OUT010,467.732
NCL42,OUT027,5189.4998
FDR21,OUT045,2831.7654
NCW29,OUT035,2008.5549
FDO11,OUT013,3840.5663
NCM31,OUT049,2071.3549
FDV35,OUT019,340.9026
FDF58,OUT017,1153.3634
NCE43,OUT049,2900.7519
FDA02,OUT035,2683.5401
DRL37,OUT010,176.2463
FDR24,OUT018,1415.7491
FDW59,OUT049,1398.1328
FDS22,OUT049,1060.347
FDW24,OUT017,1014.3731
FDU24,OUT035,1665.8981
